tick,sim_min,ev0_soc_pct,ev1_soc_pct,ev2_soc_pct,ev3_soc_pct,ev4_soc_pct,mean_soc_pct,total_power_kw,bus2_voltage_pu,trafo_loading_pct,line_loading_pct,cmd,bursts,cumulative_higher,cumulative_lower,grid_stress
689,45.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
690,46.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
691,46.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
692,46.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
693,46.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
694,46.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
695,46.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
696,46.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
697,46.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
698,46.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
699,46.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
700,46.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
701,46.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
702,46.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
703,46.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
704,46.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
705,47.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
706,47.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
707,47.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
708,47.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
709,47.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
710,47.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
711,47.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
712,47.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
713,47.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
714,47.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
715,47.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
716,47.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
717,47.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
718,47.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
719,47.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
720,48.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
721,48.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
722,48.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
723,48.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
724,48.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
725,48.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
726,48.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
727,48.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
728,48.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
729,48.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
730,48.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
731,48.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
732,48.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
733,48.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
734,48.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
735,49.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
736,49.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
737,49.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
738,49.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
739,49.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
740,49.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
741,49.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
742,49.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
743,49.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
744,49.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
745,49.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
746,49.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
747,49.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
748,49.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
749,49.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
750,50.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
751,50.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
752,50.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
753,50.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
754,50.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
755,50.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
756,50.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
757,50.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
758,50.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
759,50.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
760,50.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
761,50.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
762,50.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
763,50.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
764,50.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
765,51.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
766,51.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
767,51.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
768,51.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
769,51.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
770,51.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
771,51.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
772,51.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
773,51.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
774,51.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
775,51.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
776,51.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
777,51.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
778,51.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
779,51.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
780,52.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
781,52.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
782,52.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
783,52.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
784,52.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
785,52.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
786,52.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
787,52.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
788,52.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
789,52.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
790,52.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
791,52.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
792,52.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
793,52.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
794,52.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
795,53.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
796,53.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
797,53.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
798,53.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
799,53.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
800,53.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
801,53.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
802,53.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
803,53.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
804,53.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
805,53.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
806,53.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
807,53.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
808,53.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
809,53.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
810,54.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
811,54.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
812,54.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
813,54.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
814,54.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
815,54.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
816,54.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
817,54.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
818,54.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
819,54.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
820,54.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
821,54.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
822,54.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
823,54.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
824,54.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
825,55.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
826,55.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
827,55.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
828,55.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
829,55.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
830,55.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
831,55.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
832,55.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
833,55.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
834,55.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
835,55.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
836,55.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
837,55.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
838,55.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
839,55.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
840,56.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
841,56.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
842,56.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
843,56.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
844,56.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
845,56.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
846,56.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
847,56.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
848,56.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
849,56.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
850,56.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
851,56.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
852,56.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
853,56.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
854,56.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
855,57.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
856,57.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
857,57.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
858,57.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
859,57.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
860,57.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
861,57.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
862,57.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
863,57.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
864,57.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
865,57.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
866,57.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
867,57.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
868,57.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
869,57.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
870,58.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
871,58.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
872,58.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
873,58.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
874,58.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
875,58.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
876,58.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
877,58.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
878,58.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
879,58.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
880,58.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
881,58.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
882,58.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
883,58.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
884,58.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
885,59.00,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
886,59.07,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
887,59.13,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
888,59.20,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
889,59.27,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
890,59.33,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
891,59.40,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
892,59.47,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
893,59.53,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
894,59.60,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
895,59.67,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
896,59.73,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
897,59.80,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
898,59.87,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
899,59.93,40.73,50.73,60.73,70.73,80.73,60.73,0.000,0.9750,13.07,21.07,HOLD,0,32,15,0
