tick,sim_min,ev0_soc_pct,ev1_soc_pct,ev2_soc_pct,ev3_soc_pct,ev4_soc_pct,ev5_soc_pct,ev6_soc_pct,ev7_soc_pct,ev8_soc_pct,ev9_soc_pct,mean_soc_pct,total_power_kw,bus2_voltage_pu,trafo_loading_pct,line_loading_pct,cmd,bursts,cumulative_higher,cumulative_lower,grid_stress
158,10.53,23.57,28.01,32.46,36.90,41.35,45.79,50.23,54.68,59.12,63.57,43.57,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
159,10.60,23.59,28.03,32.48,36.92,41.37,45.81,50.26,54.70,59.15,63.59,43.59,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
160,10.67,23.61,28.06,32.50,36.95,41.39,45.83,50.28,54.72,59.17,63.61,43.61,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
161,10.73,23.63,28.08,32.52,36.97,41.41,45.86,50.30,54.75,59.19,63.63,43.63,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
162,10.80,23.66,28.10,32.55,36.99,41.44,45.88,50.32,54.77,59.21,63.66,43.66,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
163,10.87,23.68,28.12,32.57,37.01,41.46,45.90,50.35,54.79,59.24,63.68,43.68,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
164,10.93,23.70,28.15,32.59,37.04,41.48,45.92,50.37,54.81,59.26,63.70,43.70,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
165,11.00,23.72,28.17,32.61,37.06,41.50,45.95,50.39,54.84,59.28,63.72,43.72,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
166,11.07,23.75,28.19,32.64,37.08,41.52,45.97,50.41,54.86,59.30,63.75,43.75,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
167,11.13,23.77,28.21,32.66,37.10,41.55,45.99,50.44,54.88,59.33,63.77,43.77,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
168,11.20,23.79,28.24,32.68,37.13,41.57,46.01,50.46,54.90,59.35,63.79,43.79,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
169,11.27,23.81,28.26,32.70,37.15,41.59,46.04,50.48,54.93,59.37,63.81,43.81,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
170,11.33,23.84,28.28,32.73,37.17,41.61,46.06,50.50,54.95,59.39,63.84,43.84,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
171,11.40,23.86,28.30,32.75,37.19,41.64,46.08,50.53,54.97,59.41,63.86,43.86,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
172,11.47,23.88,28.33,32.77,37.22,41.66,46.10,50.55,54.99,59.44,63.88,43.88,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
173,11.53,23.90,28.35,32.79,37.24,41.68,46.13,50.57,55.02,59.46,63.90,43.90,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
174,11.60,23.93,28.37,32.82,37.26,41.70,46.15,50.59,55.04,59.48,63.93,43.93,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
175,11.67,23.95,28.39,32.84,37.28,41.73,46.17,50.62,55.06,59.50,63.95,43.95,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
176,11.73,23.97,28.42,32.86,37.30,41.75,46.19,50.64,55.08,59.53,63.97,43.97,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
177,11.80,23.99,28.44,32.88,37.33,41.77,46.22,50.66,55.11,59.55,63.99,43.99,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
178,11.87,24.02,28.46,32.91,37.35,41.79,46.24,50.68,55.13,59.57,64.02,44.02,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
179,11.93,24.04,28.48,32.93,37.37,41.82,46.26,50.71,55.15,59.59,64.04,44.04,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
180,12.00,24.06,28.51,32.95,37.39,41.84,46.28,50.73,55.17,59.62,64.06,44.06,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
181,12.07,24.08,28.53,32.97,37.42,41.86,46.31,50.75,55.19,59.64,64.08,44.08,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
182,12.13,24.11,28.55,32.99,37.44,41.88,46.33,50.77,55.22,59.66,64.11,44.11,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
183,12.20,24.13,28.57,33.02,37.46,41.91,46.35,50.80,55.24,59.68,64.13,44.13,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
184,12.27,24.15,28.60,33.04,37.48,41.93,46.37,50.82,55.26,59.71,64.15,44.15,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
185,12.33,24.17,28.62,33.06,37.51,41.95,46.40,50.84,55.28,59.73,64.17,44.17,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
186,12.40,24.20,28.64,33.08,37.53,41.97,46.42,50.86,55.31,59.75,64.20,44.20,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
187,12.47,24.22,28.66,33.11,37.55,42.00,46.44,50.88,55.33,59.77,64.22,44.22,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
188,12.53,24.24,28.69,33.13,37.57,42.02,46.46,50.91,55.35,59.80,64.24,44.24,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
189,12.60,24.26,28.71,33.15,37.60,42.04,46.49,50.93,55.37,59.82,64.26,44.26,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
190,12.67,24.29,28.73,33.17,37.62,42.06,46.51,50.95,55.40,59.84,64.29,44.29,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
191,12.73,24.31,28.75,33.20,37.64,42.09,46.53,50.97,55.42,59.86,64.31,44.31,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
192,12.80,24.33,28.77,33.22,37.66,42.11,46.55,51.00,55.44,59.89,64.33,44.33,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
193,12.87,24.35,28.80,33.24,37.69,42.13,46.58,51.02,55.46,59.91,64.35,44.35,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
194,12.93,24.38,28.82,33.26,37.71,42.15,46.60,51.04,55.49,59.93,64.38,44.38,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
195,13.00,24.40,28.84,33.29,37.73,42.18,46.62,51.06,55.51,59.95,64.40,44.40,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
196,13.07,24.42,28.86,33.31,37.75,42.20,46.64,51.09,55.53,59.98,64.42,44.42,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
197,13.13,24.44,28.89,33.33,37.78,42.22,46.66,51.11,55.55,60.00,64.44,44.44,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
198,13.20,24.47,28.91,33.35,37.80,42.24,46.69,51.13,55.58,60.02,64.47,44.47,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
199,13.27,24.49,28.93,33.38,37.82,42.27,46.71,51.15,55.60,60.04,64.49,44.49,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
200,13.33,24.51,28.95,33.40,37.84,42.29,46.73,51.18,55.62,60.07,64.51,44.51,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
201,13.40,24.53,28.98,33.42,37.87,42.31,46.75,51.20,55.64,60.09,64.53,44.53,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
202,13.47,24.55,29.00,33.44,37.89,42.33,46.78,51.22,55.67,60.11,64.55,44.55,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
203,13.53,24.58,29.02,33.47,37.91,42.36,46.80,51.24,55.69,60.13,64.58,44.58,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
204,13.60,24.60,29.04,33.49,37.93,42.38,46.82,51.27,55.71,60.16,64.60,44.60,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
205,13.67,24.62,29.07,33.51,37.96,42.40,46.84,51.29,55.73,60.18,64.62,44.62,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
206,13.73,24.64,29.09,33.53,37.98,42.42,46.87,51.31,55.76,60.20,64.64,44.64,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
207,13.80,24.67,29.11,33.56,38.00,42.44,46.89,51.33,55.78,60.22,64.67,44.67,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
208,13.87,24.69,29.13,33.58,38.02,42.47,46.91,51.36,55.80,60.25,64.69,44.69,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
209,13.93,24.71,29.16,33.60,38.05,42.49,46.93,51.38,55.82,60.27,64.71,44.71,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
210,14.00,24.73,29.18,33.62,38.07,42.51,46.96,51.40,55.85,60.29,64.73,44.73,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
211,14.07,24.76,29.20,33.65,38.09,42.53,46.98,51.42,55.87,60.31,64.76,44.76,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
212,14.13,24.78,29.22,33.67,38.11,42.56,47.00,51.45,55.89,60.33,64.78,44.78,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
213,14.20,24.80,29.25,33.69,38.14,42.58,47.02,51.47,55.91,60.36,64.80,44.80,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
214,14.27,24.82,29.27,33.71,38.16,42.60,47.05,51.49,55.94,60.38,64.82,44.82,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
215,14.33,24.85,29.29,33.74,38.18,42.62,47.07,51.51,55.96,60.40,64.85,44.85,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
216,14.40,24.87,29.31,33.76,38.20,42.65,47.09,51.54,55.98,60.42,64.87,44.87,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
217,14.47,24.89,29.34,33.78,38.22,42.67,47.11,51.56,56.00,60.45,64.89,44.89,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
218,14.53,24.91,29.36,33.80,38.25,42.69,47.14,51.58,56.02,60.47,64.91,44.91,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
219,14.60,24.94,29.38,33.83,38.27,42.71,47.16,51.60,56.05,60.49,64.94,44.94,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
220,14.67,24.96,29.40,33.85,38.29,42.74,47.18,51.63,56.07,60.51,64.96,44.96,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
221,14.73,24.98,29.43,33.87,38.31,42.76,47.20,51.65,56.09,60.54,64.98,44.98,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
222,14.80,25.00,29.45,33.89,38.34,42.78,47.23,51.67,56.11,60.56,65.00,45.00,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
223,14.87,25.03,29.47,33.91,38.36,42.80,47.25,51.69,56.14,60.58,65.03,45.03,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
224,14.93,25.05,29.49,33.94,38.38,42.83,47.27,51.72,56.16,60.60,65.05,45.05,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
225,15.00,25.07,29.52,33.96,38.40,42.85,47.29,51.74,56.18,60.63,65.07,45.07,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
226,15.07,25.09,29.54,33.98,38.43,42.87,47.32,51.76,56.20,60.65,65.09,45.09,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
227,15.13,25.12,29.56,34.00,38.45,42.89,47.34,51.78,56.23,60.67,65.12,45.12,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
228,15.20,25.14,29.58,34.03,38.47,42.92,47.36,51.80,56.25,60.69,65.14,45.14,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
229,15.27,25.16,29.61,34.05,38.49,42.94,47.38,51.83,56.27,60.72,65.16,45.16,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
230,15.33,25.18,29.63,34.07,38.52,42.96,47.41,51.85,56.29,60.74,65.18,45.18,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
231,15.40,25.21,29.65,34.09,38.54,42.98,47.43,51.87,56.32,60.76,65.21,45.21,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
232,15.47,25.23,29.67,34.12,38.56,43.01,47.45,51.89,56.34,60.78,65.23,45.23,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
233,15.53,25.25,29.69,34.14,38.58,43.03,47.47,51.92,56.36,60.81,65.25,45.25,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
234,15.60,25.27,29.72,34.16,38.61,43.05,47.50,51.94,56.38,60.83,65.27,45.27,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
235,15.67,25.30,29.74,34.18,38.63,43.07,47.52,51.96,56.41,60.85,65.30,45.30,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
236,15.73,25.32,29.76,34.21,38.65,43.10,47.54,51.98,56.43,60.87,65.32,45.32,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
237,15.80,25.34,29.78,34.23,38.67,43.12,47.56,52.01,56.45,60.90,65.34,45.34,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
238,15.87,25.36,29.81,34.25,38.70,43.14,47.58,52.03,56.47,60.92,65.36,45.36,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
239,15.93,25.39,29.83,34.27,38.72,43.16,47.61,52.05,56.50,60.94,65.39,45.39,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
240,16.00,25.41,29.85,34.30,38.74,43.19,47.63,52.07,56.52,60.96,65.41,45.41,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
241,16.07,25.43,29.87,34.32,38.76,43.21,47.65,52.10,56.54,60.99,65.43,45.43,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
242,16.13,25.45,29.90,34.34,38.79,43.23,47.67,52.12,56.56,61.01,65.45,45.45,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
243,16.20,25.47,29.92,34.36,38.81,43.25,47.70,52.14,56.59,61.03,65.47,45.47,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
244,16.27,25.50,29.94,34.39,38.83,43.28,47.72,52.16,56.61,61.05,65.50,45.50,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
245,16.33,25.52,29.96,34.41,38.85,43.30,47.74,52.19,56.63,61.08,65.52,45.52,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
246,16.40,25.54,29.99,34.43,38.88,43.32,47.76,52.21,56.65,61.10,65.54,45.54,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
247,16.47,25.56,30.01,34.45,38.90,43.34,47.79,52.23,56.68,61.12,65.56,45.56,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
248,16.53,25.59,30.03,34.48,38.92,43.36,47.81,52.25,56.70,61.14,65.59,45.59,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
249,16.60,25.61,30.05,34.50,38.94,43.39,47.83,52.28,56.72,61.16,65.61,45.61,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
250,16.67,25.63,30.08,34.52,38.97,43.41,47.85,52.30,56.74,61.19,65.63,45.63,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
251,16.73,25.65,30.10,34.54,38.99,43.43,47.88,52.32,56.77,61.21,65.65,45.65,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
252,16.80,25.68,30.12,34.57,39.01,43.45,47.90,52.34,56.79,61.23,65.68,45.68,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
253,16.87,25.70,30.14,34.59,39.03,43.48,47.92,52.37,56.81,61.25,65.70,45.70,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
254,16.93,25.72,30.17,34.61,39.05,43.50,47.94,52.39,56.83,61.28,65.72,45.72,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
255,17.00,25.74,30.19,34.63,39.08,43.52,47.97,52.41,56.86,61.30,65.74,45.74,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
256,17.07,25.77,30.21,34.66,39.10,43.54,47.99,52.43,56.88,61.32,65.77,45.77,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
257,17.13,25.79,30.23,34.68,39.12,43.57,48.01,52.46,56.90,61.34,65.79,45.79,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
258,17.20,25.81,30.26,34.70,39.14,43.59,48.03,52.48,56.92,61.37,65.81,45.81,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
259,17.27,25.83,30.28,34.72,39.17,43.61,48.06,52.50,56.94,61.39,65.83,45.83,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
260,17.33,25.86,30.30,34.75,39.19,43.63,48.08,52.52,56.97,61.41,65.86,45.86,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
261,17.40,25.88,30.32,34.77,39.21,43.66,48.10,52.55,56.99,61.43,65.88,45.88,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
262,17.47,25.90,30.35,34.79,39.23,43.68,48.12,52.57,57.01,61.46,65.90,45.90,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
263,17.53,25.92,30.37,34.81,39.26,43.70,48.15,52.59,57.03,61.48,65.92,45.92,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
264,17.60,25.95,30.39,34.83,39.28,43.72,48.17,52.61,57.06,61.50,65.95,45.95,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
265,17.67,25.97,30.41,34.86,39.30,43.75,48.19,52.64,57.08,61.52,65.97,45.97,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
266,17.73,25.99,30.44,34.88,39.32,43.77,48.21,52.66,57.10,61.55,65.99,45.99,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
267,17.80,26.01,30.46,34.90,39.35,43.79,48.24,52.68,57.12,61.57,66.01,46.01,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
268,17.87,26.04,30.48,34.92,39.37,43.81,48.26,52.70,57.15,61.59,66.04,46.04,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
269,17.93,26.06,30.50,34.95,39.39,43.84,48.28,52.72,57.17,61.61,66.06,46.06,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
270,18.00,26.08,30.53,34.97,39.41,43.86,48.30,52.75,57.19,61.64,66.08,46.08,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
271,18.07,26.10,30.55,34.99,39.44,43.88,48.33,52.77,57.21,61.66,66.10,46.10,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
272,18.13,26.13,30.57,35.01,39.46,43.90,48.35,52.79,57.24,61.68,66.13,46.13,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
273,18.20,26.15,30.59,35.04,39.48,43.93,48.37,52.81,57.26,61.70,66.15,46.15,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
274,18.27,26.17,30.61,35.06,39.50,43.95,48.39,52.84,57.28,61.73,66.17,46.17,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
275,18.33,26.19,30.64,35.08,39.53,43.97,48.42,52.86,57.30,61.75,66.19,46.19,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
276,18.40,26.22,30.66,35.10,39.55,43.99,48.44,52.88,57.33,61.77,66.22,46.22,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
277,18.47,26.24,30.68,35.13,39.57,44.02,48.46,52.90,57.35,61.79,66.24,46.24,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
278,18.53,26.26,30.70,35.15,39.59,44.04,48.48,52.93,57.37,61.82,66.26,46.26,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
279,18.60,26.28,30.73,35.17,39.62,44.06,48.50,52.95,57.39,61.84,66.28,46.28,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
280,18.67,26.31,30.75,35.19,39.64,44.08,48.53,52.97,57.42,61.86,66.31,46.31,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
281,18.73,26.33,30.77,35.22,39.66,44.11,48.55,52.99,57.44,61.88,66.33,46.33,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
282,18.80,26.35,30.79,35.24,39.68,44.13,48.57,53.02,57.46,61.91,66.35,46.35,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
283,18.87,26.37,30.82,35.26,39.71,44.15,48.59,53.04,57.48,61.93,66.37,46.37,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
284,18.93,26.39,30.84,35.28,39.73,44.17,48.62,53.06,57.51,61.95,66.39,46.39,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
285,19.00,26.42,30.86,35.31,39.75,44.19,48.64,53.08,57.53,61.97,66.42,46.42,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
286,19.07,26.44,30.88,35.33,39.77,44.22,48.66,53.11,57.55,62.00,66.44,46.44,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
287,19.13,26.46,30.91,35.35,39.80,44.24,48.68,53.13,57.57,62.02,66.46,46.46,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
288,19.20,26.48,30.93,35.37,39.82,44.26,48.71,53.15,57.60,62.04,66.48,46.48,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
289,19.27,26.51,30.95,35.40,39.84,44.28,48.73,53.17,57.62,62.06,66.51,46.51,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
290,19.33,26.53,30.97,35.42,39.86,44.31,48.75,53.20,57.64,62.08,66.53,46.53,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
291,19.40,26.55,31.00,35.44,39.89,44.33,48.77,53.22,57.66,62.11,66.55,46.55,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
292,19.47,26.57,31.02,35.46,39.91,44.35,48.80,53.24,57.69,62.13,66.57,46.57,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
293,19.53,26.60,31.04,35.49,39.93,44.37,48.82,53.26,57.71,62.15,66.60,46.60,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
294,19.60,26.62,31.06,35.51,39.95,44.40,48.84,53.29,57.73,62.17,66.62,46.62,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
295,19.67,26.64,31.09,35.53,39.97,44.42,48.86,53.31,57.75,62.20,66.64,46.64,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
296,19.73,26.66,31.11,35.55,40.00,44.44,48.89,53.33,57.78,62.22,66.66,46.66,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
297,19.80,26.69,31.13,35.58,40.02,44.46,48.91,53.35,57.80,62.24,66.69,46.69,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
298,19.87,26.71,31.15,35.60,40.04,44.49,48.93,53.38,57.82,62.26,66.71,46.71,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
299,19.93,26.73,31.18,35.62,40.06,44.51,48.95,53.40,57.84,62.29,66.73,46.73,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
300,20.00,26.75,31.20,35.64,40.09,44.53,48.98,53.42,57.86,62.31,66.75,46.75,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
301,20.07,26.78,31.22,35.67,40.11,44.55,49.00,53.44,57.89,62.33,66.78,46.78,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
302,20.13,26.80,31.24,35.69,40.13,44.58,49.02,53.47,57.91,62.35,66.80,46.80,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
303,20.20,26.82,31.27,35.71,40.15,44.60,49.04,53.49,57.93,62.38,66.82,46.82,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
304,20.27,26.84,31.29,35.73,40.18,44.62,49.07,53.51,57.95,62.40,66.84,46.84,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
305,20.33,26.87,31.31,35.75,40.20,44.64,49.09,53.53,57.98,62.42,66.87,46.87,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
306,20.40,26.89,31.33,35.78,40.22,44.67,49.11,53.56,58.00,62.44,66.89,46.89,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
307,20.47,26.91,31.36,35.80,40.24,44.69,49.13,53.58,58.02,62.47,66.91,46.91,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
308,20.53,26.93,31.38,35.82,40.27,44.71,49.16,53.60,58.04,62.49,66.93,46.93,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
309,20.60,26.96,31.40,35.84,40.29,44.73,49.18,53.62,58.07,62.51,66.96,46.96,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
310,20.67,26.98,31.42,35.87,40.31,44.76,49.20,53.64,58.09,62.53,66.98,46.98,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
311,20.73,27.00,31.45,35.89,40.33,44.78,49.22,53.67,58.11,62.56,67.00,47.00,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
312,20.80,27.02,31.47,35.91,40.36,44.80,49.25,53.69,58.13,62.58,67.02,47.02,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
313,20.87,27.05,31.49,35.93,40.38,44.82,49.27,53.71,58.16,62.60,67.05,47.05,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
314,20.93,27.07,31.51,35.96,40.40,44.85,49.29,53.73,58.18,62.62,67.07,47.07,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
315,21.00,27.09,31.53,35.98,40.42,44.87,49.31,53.76,58.20,62.65,67.09,47.09,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
316,21.07,27.11,31.56,36.00,40.45,44.89,49.33,53.78,58.22,62.67,67.11,47.11,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
317,21.13,27.14,31.58,36.02,40.47,44.91,49.36,53.80,58.25,62.69,67.14,47.14,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
318,21.20,27.16,31.60,36.05,40.49,44.94,49.38,53.82,58.27,62.71,67.16,47.16,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
319,21.27,27.18,31.62,36.07,40.51,44.96,49.40,53.85,58.29,62.74,67.18,47.18,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
320,21.33,27.20,31.65,36.09,40.54,44.98,49.42,53.87,58.31,62.76,67.20,47.20,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
321,21.40,27.22,31.67,36.11,40.56,45.00,49.45,53.89,58.34,62.78,67.22,47.22,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
322,21.47,27.25,31.69,36.14,40.58,45.03,49.47,53.91,58.36,62.80,67.25,47.25,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
323,21.53,27.27,31.71,36.16,40.60,45.05,49.49,53.94,58.38,62.83,67.27,47.27,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
324,21.60,27.29,31.74,36.18,40.63,45.07,49.51,53.96,58.40,62.85,67.29,47.29,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
325,21.67,27.31,31.76,36.20,40.65,45.09,49.54,53.98,58.43,62.87,67.31,47.31,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
326,21.73,27.34,31.78,36.23,40.67,45.11,49.56,54.00,58.45,62.89,67.34,47.34,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
327,21.80,27.36,31.80,36.25,40.69,45.14,49.58,54.03,58.47,62.92,67.36,47.36,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
328,21.87,27.38,31.83,36.27,40.72,45.16,49.60,54.05,58.49,62.94,67.38,47.38,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
329,21.93,27.40,31.85,36.29,40.74,45.18,49.63,54.07,58.52,62.96,67.40,47.40,170.000,0.9669,52.68,84.60,HOLD,0,0,0,0
